Time Bands,Frequency,SE,Species
2016,0.031898301,0.004310726,Chestnut-headed Bee-eater
2017,0.03679198,0.004954711,Chestnut-headed Bee-eater
2018,0.030605229,0.00414105,Chestnut-headed Bee-eater
before 2000,0.03349332,0.012389376,Chestnut-headed Tesia
2000-2006,0.033178965,0.012141528,Chestnut-headed Tesia
2007-2010,0.022318751,0.008292987,Chestnut-headed Tesia
2011-2012,0.030152451,0.01086519,Chestnut-headed Tesia
2013,0.02994677,0.010630273,Chestnut-headed Tesia
2014,0.030149785,0.010290076,Chestnut-headed Tesia
2015,0.035442042,0.01211997,Chestnut-headed Tesia
2016,0.016952014,0.005789177,Chestnut-headed Tesia
2017,0.020332692,0.006959865,Chestnut-headed Tesia
2018,0.022919244,0.007744604,Chestnut-headed Tesia
before 2000,0.113807765,0.010045998,Chestnut-shouldered Petronia
2000-2006,0.096213373,0.008655315,Chestnut-shouldered Petronia
2007-2010,0.096015394,0.008291681,Chestnut-shouldered Petronia
2011-2012,0.086376688,0.007945761,Chestnut-shouldered Petronia
2013,0.072595053,0.006366168,Chestnut-shouldered Petronia
2014,0.079903971,0.006416161,Chestnut-shouldered Petronia
2015,0.078471515,0.006374569,Chestnut-shouldered Petronia
2016,0.070024863,0.005636197,Chestnut-shouldered Petronia
2017,0.075994096,0.006121577,Chestnut-shouldered Petronia
2018,0.071674724,0.00579649,Chestnut-shouldered Petronia
before 2000,0.044322653,0.011900423,Chestnut-tailed Minla
2000-2006,0.040880782,0.011176569,Chestnut-tailed Minla
2007-2010,0.055034717,0.014250391,Chestnut-tailed Minla
2011-2012,0.037617216,0.009982318,Chestnut-tailed Minla
2013,0.079263864,0.019518752,Chestnut-tailed Minla
2014,0.046836704,0.011336424,Chestnut-tailed Minla
2015,0.025979958,0.006333206,Chestnut-tailed Minla
2016,0.033175379,0.008005342,Chestnut-tailed Minla
2017,0.038843387,0.00920005,Chestnut-tailed Minla
2018,0.032164783,0.007592948,Chestnut-tailed Minla
before 2000,0.045124053,0.004484928,Chestnut-tailed Starling
2000-2006,0.05611331,0.005645647,Chestnut-tailed Starling
2007-2010,0.063064767,0.005967753,Chestnut-tailed Starling
2011-2012,0.054229283,0.005236679,Chestnut-tailed Starling
2013,0.048536631,0.00448843,Chestnut-tailed Starling
2014,0.049340866,0.004342944,Chestnut-tailed Starling
2015,0.047788098,0.0042055,Chestnut-tailed Starling
2016,0.045930175,0.004006984,Chestnut-tailed Starling
2017,0.048022864,0.004115195,Chestnut-tailed Starling
2018,0.050791607,0.004349305,Chestnut-tailed Starling
before 2000,NA,NA,Chestnut Munia
2000-2006,NA,NA,Chestnut Munia
2007-2010,NA,NA,Chestnut Munia
2011-2012,NA,NA,Chestnut Munia
2013,NA,NA,Chestnut Munia
2014,0.094108814,0.03743589,Chestnut Munia
2015,0.052985532,0.021598875,Chestnut Munia
2016,0.073455815,0.028890791,Chestnut Munia
2017,0.057111814,0.023019893,Chestnut Munia
2018,0.074399737,0.029124722,Chestnut Munia
before 2000,NA,NA,Chevron-breasted Babbler
2000-2006,NA,NA,Chevron-breasted Babbler
2007-2010,NA,NA,Chevron-breasted Babbler
2011-2012,NA,NA,Chevron-breasted Babbler
2013,NA,NA,Chevron-breasted Babbler
2014,NA,NA,Chevron-breasted Babbler
2015,NA,NA,Chevron-breasted Babbler
2016,NA,NA,Chevron-breasted Babbler
2017,NA,NA,Chevron-breasted Babbler
2018,NA,NA,Chevron-breasted Babbler
before 2000,NA,NA,Chinese Rubythroat
2000-2006,NA,NA,Chinese Rubythroat
2007-2010,NA,NA,Chinese Rubythroat
2011-2012,NA,NA,Chinese Rubythroat
2013,NA,NA,Chinese Rubythroat
2014,NA,NA,Chinese Rubythroat
2015,NA,NA,Chinese Rubythroat
2016,NA,NA,Chinese Rubythroat
2017,NA,NA,Chinese Rubythroat
2018,NA,NA,Chinese Rubythroat
before 2000,NA,NA,Chukar
2000-2006,NA,NA,Chukar
2007-2010,NA,NA,Chukar
2011-2012,NA,NA,Chukar
2013,NA,NA,Chukar
2014,0.124761343,0.042249864,Chukar
2015,0.080344988,0.027406141,Chukar
2016,0.161299735,0.05213213,Chukar
2017,0.127199312,0.041948015,Chukar
2018,0.135379874,0.044232874,Chukar
before 2000,0.109100287,0.009593807,Cinereous Tit
2000-2006,0.14545727,0.012371961,Cinereous Tit
2007-2010,0.123810249,0.010504867,Cinereous Tit
2011-2012,0.101998368,0.008890044,Cinereous Tit
2013,0.084837234,0.006946268,Cinereous Tit
2014,0.091209425,0.007285867,Cinereous Tit
2015,0.094723586,0.007509582,Cinereous Tit
2016,0.090193179,0.007087273,Cinereous Tit
2017,0.100173696,0.007829562,Cinereous Tit
2018,0.094815076,0.007435044,Cinereous Tit
before 2000,NA,NA,Cinereous Vulture
2000-2006,NA,NA,Cinereous Vulture
2007-2010,NA,NA,Cinereous Vulture
2011-2012,NA,NA,Cinereous Vulture
2013,NA,NA,Cinereous Vulture
2014,0.052475065,0.01811586,Cinereous Vulture
2015,0.038866,0.013375024,Cinereous Vulture
2016,0.033858162,0.011625235,Cinereous Vulture
2017,0.030819515,0.010361603,Cinereous Vulture
2018,0.032878083,0.01105983,Cinereous Vulture
before 2000,0.092397715,0.011235985,Cinnamon Bittern
2000-2006,0.083395253,0.010926862,Cinnamon Bittern
2007-2010,0.058670863,0.008283556,Cinnamon Bittern
2011-2012,0.059323484,0.008099767,Cinnamon Bittern
2013,0.063474452,0.008152945,Cinnamon Bittern
2014,0.048513804,0.005720136,Cinnamon Bittern
2015,0.034729608,0.004072426,Cinnamon Bittern
2016,0.040014293,0.004696848,Cinnamon Bittern
2017,0.028442591,0.003371471,Cinnamon Bittern
2018,0.030434037,0.003552044,Cinnamon Bittern
before 2000,0.048072691,0.008028489,Citrine Wagtail
2000-2006,0.046387489,0.007734056,Citrine Wagtail
2007-2010,0.047020084,0.00780846,Citrine Wagtail
2011-2012,0.047208429,0.007716574,Citrine Wagtail
2013,0.041972928,0.006823474,Citrine Wagtail
2014,0.038851083,0.006167092,Citrine Wagtail
2015,0.040701264,0.006426291,Citrine Wagtail
2016,0.038558241,0.006055483,Citrine Wagtail
2017,0.042933854,0.00669803,Citrine Wagtail
2018,0.04188651,0.006549232,Citrine Wagtail
before 2000,0.016428513,0.00198276,Clamorous Reed Warbler
2000-2006,0.017827735,0.002174531,Clamorous Reed Warbler
2007-2010,0.022109914,0.002496535,Clamorous Reed Warbler
2011-2012,0.017396903,0.002091114,Clamorous Reed Warbler
2013,0.015979404,0.001823993,Clamorous Reed Warbler
2014,0.014476955,0.001484941,Clamorous Reed Warbler
2015,0.015454157,0.001548229,Clamorous Reed Warbler
2016,0.016637239,0.001621477,Clamorous Reed Warbler
2017,0.017111838,0.001652443,Clamorous Reed Warbler
2018,0.016550269,0.00160824,Clamorous Reed Warbler
before 2000,0.125695396,0.037111089,Coal Tit
2000-2006,0.083577195,0.025083595,Coal Tit
2007-2010,0.082420456,0.024394636,Coal Tit
2011-2012,0.101056594,0.029537226,Coal Tit
2013,0.096090708,0.027901488,Coal Tit
2014,0.08379686,0.023917777,Coal Tit
2015,0.079141574,0.022401774,Coal Tit
2016,0.082096144,0.023259013,Coal Tit
2017,0.064370405,0.018321015,Coal Tit
2018,0.081446725,0.022903318,Coal Tit
before 2000,NA,NA,Collared Falconet
2000-2006,NA,NA,Collared Falconet
2007-2010,NA,NA,Collared Falconet
2011-2012,NA,NA,Collared Falconet
2013,NA,NA,Collared Falconet
2014,NA,NA,Collared Falconet
2015,NA,NA,Collared Falconet
2016,NA,NA,Collared Falconet
2017,NA,NA,Collared Falconet
2018,NA,NA,Collared Falconet
before 2000,NA,NA,Collared Grosbeak
2000-2006,NA,NA,Collared Grosbeak
2007-2010,NA,NA,Collared Grosbeak
2011-2012,NA,NA,Collared Grosbeak
2013,NA,NA,Collared Grosbeak
2014,NA,NA,Collared Grosbeak
2015,NA,NA,Collared Grosbeak
2016,NA,NA,Collared Grosbeak
2017,NA,NA,Collared Grosbeak
2018,NA,NA,Collared Grosbeak
before 2000,NA,NA,Collared Kingfisher
2000-2006,NA,NA,Collared Kingfisher
2007-2010,NA,NA,Collared Kingfisher
2011-2012,NA,NA,Collared Kingfisher
2013,NA,NA,Collared Kingfisher
2014,0.256426196,0.099603795,Collared Kingfisher
2015,0.253221787,0.098212003,Collared Kingfisher
2016,0.273667873,0.104840997,Collared Kingfisher
2017,0.263419749,0.101137028,Collared Kingfisher
2018,0.267423533,0.103012634,Collared Kingfisher
before 2000,0.022773207,0.006150722,Collared Owlet
2000-2006,0.026078968,0.007155333,Collared Owlet
2007-2010,0.035380116,0.008955203,Collared Owlet
2011-2012,0.021907485,0.00568339,Collared Owlet
2013,0.025234059,0.006285473,Collared Owlet
2014,0.03887259,0.009085178,Collared Owlet
2015,0.022020259,0.005131058,Collared Owlet
2016,0.025332627,0.005846607,Collared Owlet
2017,0.034112991,0.007746276,Collared Owlet
2018,0.031729351,0.007151131,Collared Owlet
before 2000,NA,NA,Collared Treepie
2000-2006,NA,NA,Collared Treepie
2007-2010,NA,NA,Collared Treepie
2011-2012,NA,NA,Collared Treepie
2013,NA,NA,Collared Treepie
2014,0.019116209,0.007973939,Collared Treepie
2015,0.018719789,0.007874446,Collared Treepie
2016,0.01588305,0.006498834,Collared Treepie
2017,0.016970364,0.006863874,Collared Treepie
2018,0.023632487,0.009439117,Collared Treepie
before 2000,0.147496283,0.014614295,Common Babbler
2000-2006,0.084574715,0.009108513,Common Babbler
2007-2010,0.077221076,0.007913419,Common Babbler
2011-2012,0.099140241,0.00996216,Common Babbler
2013,0.09307658,0.009129153,Common Babbler
2014,0.091698947,0.008525496,Common Babbler
2015,0.09200477,0.008416109,Common Babbler
2016,0.098777462,0.00900599,Common Babbler
2017,0.098270044,0.008883417,Common Babbler
2018,0.089927379,0.008222409,Common Babbler
before 2000,NA,NA,Common Buzzard
2000-2006,NA,NA,Common Buzzard
2007-2010,NA,NA,Common Buzzard
2011-2012,NA,NA,Common Buzzard
2013,NA,NA,Common Buzzard
2014,0.010580369,0.002692454,Common Buzzard
2015,0.005909699,0.001493763,Common Buzzard
2016,0.006332786,0.001596156,Common Buzzard
2017,0.008051444,0.002020719,Common Buzzard
2018,0.008693394,0.002155068,Common Buzzard
before 2000,0.06026466,0.008036161,Common Chiffchaff
2000-2006,0.050003184,0.006819427,Common Chiffchaff
2007-2010,0.053012569,0.00709598,Common Chiffchaff
2011-2012,0.046452037,0.006047434,Common Chiffchaff
2013,0.054179961,0.00685256,Common Chiffchaff
2014,0.037198543,0.004531994,Common Chiffchaff
2015,0.038787588,0.004575808,Common Chiffchaff
2016,0.042837467,0.004901658,Common Chiffchaff
2017,0.037954075,0.004331944,Common Chiffchaff
2018,0.038978573,0.004423908,Common Chiffchaff
before 2000,0.203982036,0.038583417,Common Crane
2000-2006,0.216942232,0.041793015,Common Crane
2007-2010,0.067280759,0.014535604,Common Crane
2011-2012,0.058576023,0.012452649,Common Crane
2013,0.058010072,0.012729164,Common Crane
2014,0.056851808,0.011119411,Common Crane
2015,0.046895581,0.009173573,Common Crane
2016,0.044829662,0.008654708,Common Crane
2017,0.046362409,0.008920832,Common Crane
2018,0.0553733,0.010431879,Common Crane
before 2000,0.083416226,0.015048589,Common Cuckoo
2000-2006,0.082144481,0.014739784,Common Cuckoo
2007-2010,0.048532306,0.009461992,Common Cuckoo
2011-2012,0.038338651,0.007689067,Common Cuckoo
2013,0.042538082,0.007923103,Common Cuckoo
2014,0.039146507,0.006254055,Common Cuckoo
2015,0.029987791,0.004764055,Common Cuckoo
2016,0.032082817,0.004977971,Common Cuckoo
2017,0.02551651,0.003911475,Common Cuckoo
2018,0.030208458,0.004577097,Common Cuckoo
before 2000,NA,NA,Common Flameback
2000-2006,NA,NA,Common Flameback
2007-2010,NA,NA,Common Flameback
2011-2012,NA,NA,Common Flameback
2013,NA,NA,Common Flameback
2014,0.006205797,0.001463214,Common Flameback
2015,0.002533425,0.000603823,Common Flameback
2016,0.001785014,0.000424838,Common Flameback
2017,0.002023895,0.000472967,Common Flameback
2018,0.001606618,0.000382833,Common Flameback
before 2000,0.053126653,0.013578179,Common Green-Magpie
2000-2006,0.044635689,0.011823577,Common Green-Magpie
2007-2010,0.053599985,0.01375814,Common Green-Magpie
2011-2012,0.045281991,0.011833576,Common Green-Magpie
2013,0.043849542,0.011162633,Common Green-Magpie
2014,0.042121098,0.010251277,Common Green-Magpie
2015,0.044697018,0.010640939,Common Green-Magpie
2016,0.043977494,0.010364396,Common Green-Magpie
2017,0.042470297,0.009928784,Common Green-Magpie
2018,0.048469606,0.011238944,Common Green-Magpie
before 2000,0.068543577,0.006335115,Common Greenshank
2000-2006,0.070714811,0.006846509,Common Greenshank
2007-2010,0.065884037,0.006067538,Common Greenshank
2011-2012,0.052133181,0.004942826,Common Greenshank
2013,0.043035235,0.004020111,Common Greenshank
2014,0.033816158,0.002965427,Common Greenshank
2015,0.031443265,0.00265192,Common Greenshank
2016,0.031937989,0.002699336,Common Greenshank
2017,0.028681965,0.00241672,Common Greenshank
2018,0.02589634,0.002179481,Common Greenshank
before 2000,0.185203864,0.011452991,Common Hawk-Cuckoo
2000-2006,0.102239541,0.007508726,Common Hawk-Cuckoo
2007-2010,0.124601043,0.008592301,Common Hawk-Cuckoo
2011-2012,0.113696001,0.008016916,Common Hawk-Cuckoo
2013,0.124368981,0.007530495,Common Hawk-Cuckoo
2014,0.131128426,0.007271477,Common Hawk-Cuckoo
2015,0.118537073,0.006601396,Common Hawk-Cuckoo
2016,0.102646229,0.005705863,Common Hawk-Cuckoo
2017,0.12709069,0.006799036,Common Hawk-Cuckoo
2018,0.117996629,0.006354406,Common Hawk-Cuckoo
before 2000,0.144574871,0.029943226,Common Hill Myna
2000-2006,0.197342583,0.041161976,Common Hill Myna
2007-2010,0.113429042,0.024653547,Common Hill Myna
2011-2012,0.162647174,0.032801967,Common Hill Myna
2013,0.164039824,0.032149961,Common Hill Myna
2014,0.14365205,0.027134231,Common Hill Myna
2015,0.121017112,0.02306949,Common Hill Myna
2016,0.150207883,0.027753955,Common Hill Myna
2017,0.125012444,0.023600361,Common Hill Myna
2018,0.136140326,0.025592524,Common Hill Myna
before 2000,0.229295418,0.013348169,Common Iora
2000-2006,0.168244062,0.010639572,Common Iora
2007-2010,0.196172817,0.011479973,Common Iora
2011-2012,0.156379303,0.009887259,Common Iora
2013,0.160398736,0.009316494,Common Iora
2014,0.157526963,0.008553333,Common Iora
2015,0.132210431,0.007142272,Common Iora
2016,0.128673489,0.006870456,Common Iora
2017,0.150212221,0.007921838,Common Iora
2018,0.138744085,0.007299152,Common Iora
before 2000,0.142687835,0.007596285,Common Kingfisher
2000-2006,0.112903863,0.006197138,Common Kingfisher
2007-2010,0.142953854,0.007452515,Common Kingfisher
2011-2012,0.136776389,0.007105234,Common Kingfisher
2013,0.182025188,0.008309892,Common Kingfisher
2014,0.158194012,0.006970903,Common Kingfisher
2015,0.130710883,0.005715478,Common Kingfisher
2016,0.11986949,0.005195499,Common Kingfisher
2017,0.11421332,0.004928979,Common Kingfisher
2018,0.115826934,0.004978567,Common Kingfisher
before 2000,NA,NA,Common Merganser
2000-2006,NA,NA,Common Merganser
2007-2010,NA,NA,Common Merganser
2011-2012,NA,NA,Common Merganser
2013,NA,NA,Common Merganser
2014,0.040751918,0.023827783,Common Merganser
2015,0.044705917,0.025753711,Common Merganser
2016,0.022385527,0.013061032,Common Merganser
2017,0.033708905,0.019352346,Common Merganser
2018,0.037438912,0.021242734,Common Merganser
before 2000,0.437015753,0.013954305,Common Myna
2000-2006,0.423805998,0.013692141,Common Myna
2007-2010,0.423997869,0.013520276,Common Myna
2011-2012,0.422838295,0.013053467,Common Myna
2013,0.509245253,0.013415683,Common Myna
2014,0.480732362,0.01248505,Common Myna
2015,0.481901691,0.012162004,Common Myna
2016,0.468281226,0.011918184,Common Myna
2017,0.497655939,0.012198393,Common Myna
2018,0.486702868,0.012211116,Common Myna
before 2000,0.070730265,0.013814026,Common Pochard
2000-2006,0.050333017,0.010322949,Common Pochard
2007-2010,0.04531421,0.008957262,Common Pochard
2011-2012,0.038165987,0.007535341,Common Pochard
2013,0.037530707,0.007353193,Common Pochard
2014,0.026674879,0.004996224,Common Pochard
2015,0.02800146,0.005179744,Common Pochard
2016,0.022226142,0.004044131,Common Pochard
2017,0.022197359,0.004037907,Common Pochard
2018,0.026188324,0.004744142,Common Pochard
before 2000,NA,NA,Common Raven
2000-2006,NA,NA,Common Raven
2007-2010,NA,NA,Common Raven
2011-2012,NA,NA,Common Raven
2013,NA,NA,Common Raven
2014,0.126303575,0.029503421,Common Raven
2015,0.101340762,0.023361271,Common Raven
2016,0.085445604,0.019763781,Common Raven
2017,0.094550336,0.021903447,Common Raven
2018,0.089630917,0.020577395,Common Raven
before 2000,0.09542378,0.011417023,Common Redshank
2000-2006,0.089124161,0.010539507,Common Redshank
2007-2010,0.075031151,0.009022003,Common Redshank
2011-2012,0.066655663,0.007875575,Common Redshank
2013,0.056365383,0.006747104,Common Redshank
2014,0.043661973,0.004988869,Common Redshank
2015,0.036848131,0.004175381,Common Redshank
2016,0.039033149,0.00442982,Common Redshank
2017,0.036784137,0.00417416,Common Redshank
2018,0.036122846,0.00410768,Common Redshank
before 2000,0.044841604,0.007371654,Common Rosefinch
2000-2006,0.038557757,0.006346135,Common Rosefinch
2007-2010,0.043877168,0.00707766,Common Rosefinch
2011-2012,0.04595233,0.007467316,Common Rosefinch
2013,0.047476403,0.007514328,Common Rosefinch
2014,0.034993117,0.005479251,Common Rosefinch
2015,0.040456434,0.006226785,Common Rosefinch
2016,0.036359146,0.005602877,Common Rosefinch
2017,0.036563422,0.005633744,Common Rosefinch
2018,0.034423011,0.005253836,Common Rosefinch
before 2000,0.148434147,0.009710498,Common Sandpiper
2000-2006,0.11716861,0.008155566,Common Sandpiper
2007-2010,0.132533178,0.008671749,Common Sandpiper
2011-2012,0.126095327,0.008485706,Common Sandpiper
2013,0.123055343,0.007942756,Common Sandpiper
2014,0.113900335,0.006849503,Common Sandpiper
2015,0.104931449,0.006219368,Common Sandpiper
2016,0.098921083,0.005821857,Common Sandpiper
2017,0.090316912,0.005321238,Common Sandpiper
2018,0.089085326,0.005263019,Common Sandpiper
before 2000,0.023216119,0.003078231,Common Snipe
2000-2006,0.023194951,0.003130883,Common Snipe
2007-2010,0.017525761,0.002284715,Common Snipe
2011-2012,0.017084564,0.00231669,Common Snipe
2013,0.014927364,0.001923667,Common Snipe
2014,0.014191556,0.001679649,Common Snipe
2015,0.013814363,0.001561762,Common Snipe
2016,0.016969227,0.001899111,Common Snipe
2017,0.013035344,0.00144415,Common Snipe
2018,0.013176225,0.001458775,Common Snipe
before 2000,0.244746964,0.009590551,Common Tailorbird
2000-2006,0.213775798,0.009153124,Common Tailorbird
2007-2010,0.214547414,0.008845517,Common Tailorbird
2011-2012,0.198004081,0.008673961,Common Tailorbird
2013,0.222340612,0.008043041,Common Tailorbird
2014,0.242876692,0.007877814,Common Tailorbird
2015,0.241680701,0.007643107,Common Tailorbird
2016,0.231258875,0.007344946,Common Tailorbird
2017,0.272880399,0.00829031,Common Tailorbird
2018,0.277580126,0.008371428,Common Tailorbird
before 2000,NA,NA,Common Tern
2000-2006,NA,NA,Common Tern
2007-2010,NA,NA,Common Tern
2011-2012,NA,NA,Common Tern
2013,NA,NA,Common Tern
2014,0.018532159,0.00624268,Common Tern
2015,0.024340909,0.008144439,Common Tern
2016,0.020824149,0.006962777,Common Tern
2017,0.017240335,0.005770256,Common Tern
2018,0.018412095,0.006156963,Common Tern
before 2000,0.152698178,0.010565307,Common Woodshrike
2000-2006,0.080828287,0.00621128,Common Woodshrike
2007-2010,0.069363335,0.00532592,Common Woodshrike
2011-2012,0.064580176,0.004937753,Common Woodshrike
2013,0.065852232,0.004684719,Common Woodshrike
2014,0.069214636,0.00452532,Common Woodshrike
2015,0.053029314,0.003438404,Common Woodshrike
2016,0.054941242,0.003524064,Common Woodshrike
2017,0.059045443,0.003736122,Common Woodshrike
2018,0.057879675,0.003684641,Common Woodshrike
before 2000,0.17650709,0.01019184,Coppersmith Barbet
2000-2006,0.147037381,0.008803809,Coppersmith Barbet
2007-2010,0.150459796,0.008830496,Coppersmith Barbet
2011-2012,0.159555716,0.009159785,Coppersmith Barbet
2013,0.178448806,0.009568358,Coppersmith Barbet
2014,0.168839255,0.008612387,Coppersmith Barbet
2015,0.173907842,0.008738716,Coppersmith Barbet
2016,0.166649955,0.008319637,Coppersmith Barbet
2017,0.201705056,0.009828074,Coppersmith Barbet
2018,0.183962521,0.009073243,Coppersmith Barbet
before 2000,0.10982828,0.00956824,Cotton Pygmy-Goose
2000-2006,0.069099153,0.006576586,Cotton Pygmy-Goose
2007-2010,0.073599825,0.006584793,Cotton Pygmy-Goose
2011-2012,0.073295444,0.006695918,Cotton Pygmy-Goose
2013,0.067515516,0.005884154,Cotton Pygmy-Goose
2014,0.058600109,0.004894129,Cotton Pygmy-Goose
2015,0.045010449,0.003756355,Cotton Pygmy-Goose
2016,0.048310021,0.003950975,Cotton Pygmy-Goose
2017,0.041744222,0.003438929,Cotton Pygmy-Goose
2018,0.044421196,0.003615503,Cotton Pygmy-Goose
before 2000,0.118612194,0.022407157,Crested Bunting
2000-2006,0.085626136,0.01676972,Crested Bunting
2007-2010,0.084475833,0.016239195,Crested Bunting
2011-2012,0.098664636,0.017620888,Crested Bunting
2013,0.121043859,0.020678031,Crested Bunting
2014,0.072356022,0.012348563,Crested Bunting
2015,0.045574002,0.007599359,Crested Bunting
2016,0.056278852,0.009121745,Crested Bunting
2017,0.039419206,0.006343205,Crested Bunting
2018,0.044437282,0.007174311,Crested Bunting
before 2000,0.018736899,0.003346265,Crested Goshawk
2000-2006,0.020670463,0.003703596,Crested Goshawk
2007-2010,0.025798545,0.004348789,Crested Goshawk
2011-2012,0.022999234,0.004014033,Crested Goshawk
2013,0.014382575,0.00248924,Crested Goshawk
2014,0.015480213,0.002409599,Crested Goshawk
2015,0.013568527,0.002115257,Crested Goshawk
2016,0.013445942,0.002076957,Crested Goshawk
2017,0.014982546,0.002298132,Crested Goshawk
2018,0.01361126,0.002098563,Crested Goshawk
