Time.Bands,Frequency,SE,Species
2018,0.098156472,0.137403433,Lesser Shortwing
2014,0.1471994,0.008961865,Lesser Whistling-Duck
2015,0.133390867,0.007955997,Lesser Whistling-Duck
2016,0.132399201,0.007961923,Lesser Whistling-Duck
2017,0.130331564,0.007799434,Lesser Whistling-Duck
2018,0.127716007,0.00769948,Lesser Whistling-Duck
2014,0.050510124,0.010429105,Lesser Whitethroat
2015,0.044107292,0.009081536,Lesser Whitethroat
2016,0.057403932,0.011807203,Lesser Whitethroat
2017,0.058121059,0.011926638,Lesser Whitethroat
2018,0.053236891,0.010901175,Lesser Whitethroat
2014,0.026847079,0.003101356,Lesser Yellownape
2015,0.025086221,0.002803379,Lesser Yellownape
2016,0.025158683,0.002834753,Lesser Yellownape
2017,0.031939505,0.003529175,Lesser Yellownape
2018,0.028890967,0.003164371,Lesser Yellownape
2014,0.131886516,0.01847151,Lineated Barbet
2015,0.122367223,0.016801588,Lineated Barbet
2016,0.133917756,0.018083747,Lineated Barbet
2017,0.123210396,0.016538331,Lineated Barbet
2018,0.114427918,0.015533927,Lineated Barbet
2014,0.326631282,0.012471837,Little Cormorant
2015,0.296763514,0.0113874,Little Cormorant
2016,0.261871286,0.01041128,Little Cormorant
2017,0.268349646,0.010523574,Little Cormorant
2018,0.259964089,0.010197735,Little Cormorant
2014,0.29480802,0.011540238,Little Egret
2015,0.256788503,0.010187272,Little Egret
2016,0.234893825,0.009440597,Little Egret
2017,0.236227636,0.009518741,Little Egret
2018,0.224172076,0.008976348,Little Egret
2014,0.03760992,0.008869122,Little Forktail
2015,0.036692809,0.00852111,Little Forktail
2016,0.032119576,0.007469154,Little Forktail
2017,0.030907826,0.007111885,Little Forktail
2018,0.03600303,0.008265418,Little Forktail
2014,0.139096518,0.007820442,Little Grebe
2015,0.11805962,0.006616652,Little Grebe
2016,0.115809703,0.006537337,Little Grebe
2017,0.101236445,0.005723902,Little Grebe
2018,0.107983744,0.006031798,Little Grebe
2014,0.044778264,0.011731798,Little Pied Flycatcher
2015,0.032422159,0.008508257,Little Pied Flycatcher
2016,0.047308347,0.012222195,Little Pied Flycatcher
2017,0.040359187,0.010449058,Little Pied Flycatcher
2018,0.042782627,0.010940505,Little Pied Flycatcher
2014,0.062258353,0.004268404,Little Ringed Plover
2015,0.05662659,0.003821442,Little Ringed Plover
2016,0.059824885,0.003968769,Little Ringed Plover
2017,0.050213573,0.003379322,Little Ringed Plover
2018,0.050984426,0.00339125,Little Ringed Plover
2014,0.037634202,0.005953221,Little Spiderhunter
2015,0.032804949,0.005235209,Little Spiderhunter
2016,0.034112889,0.005370634,Little Spiderhunter
2017,0.032703716,0.005162398,Little Spiderhunter
2018,0.029483946,0.004625879,Little Spiderhunter
2014,0.031327115,0.003515127,Little Stint
2015,0.025648821,0.002825281,Little Stint
2016,0.035639915,0.003873027,Little Stint
2017,0.02534127,0.002797019,Little Stint
2018,0.028498994,0.003109086,Little Stint
2014,0.092377162,0.00508525,Little Swift
2015,0.097329406,0.005141422,Little Swift
2016,0.102379687,0.005337032,Little Swift
2017,0.11127158,0.005792067,Little Swift
2018,0.114390741,0.005898005,Little Swift
2014,0.029934618,0.007777151,Little Tern
2015,0.024789805,0.006442555,Little Tern
2016,0.027445255,0.007057549,Little Tern
2017,0.02658846,0.006815901,Little Tern
2018,0.021977769,0.00567065,Little Tern
2014,0.016022639,0.003833551,Long-billed Pipit
2015,0.010842409,0.002618327,Long-billed Pipit
2016,0.013322531,0.003092169,Long-billed Pipit
2017,0.017538501,0.003996573,Long-billed Pipit
2018,0.012471691,0.002868762,Long-billed Pipit
2014,0.036089302,0.004486939,Long-billed Sunbird
2015,0.032882667,0.004082367,Long-billed Sunbird
2016,0.032733155,0.004017746,Long-billed Sunbird
2017,0.040890114,0.004976396,Long-billed Sunbird
2018,0.036925208,0.00451731,Long-billed Sunbird
2014,0.013270465,0.013159254,Long-billed Thrush
2015,0.017700939,0.017202688,Long-billed Thrush
2016,0.012513774,0.012524526,Long-billed Thrush
2017,0.00831967,0.008326332,Long-billed Thrush
2018,0.012206351,0.01209401,Long-billed Thrush
2014,NA,NA,Long-billed Wren-Babbler
2015,NA,NA,Long-billed Wren-Babbler
2016,NA,NA,Long-billed Wren-Babbler
2017,NA,NA,Long-billed Wren-Babbler
2018,NA,NA,Long-billed Wren-Babbler
2014,0.05246135,0.01280218,Long-legged Buzzard
2015,0.033235353,0.00808601,Long-legged Buzzard
2016,0.037214353,0.009010505,Long-legged Buzzard
2017,0.043626943,0.010603494,Long-legged Buzzard
2018,0.05138629,0.012330718,Long-legged Buzzard
2014,0.048170179,0.017788346,Long-tailed Broadbill
2015,0.068875598,0.024620602,Long-tailed Broadbill
2016,0.056315957,0.020266368,Long-tailed Broadbill
2017,0.068214878,0.024169217,Long-tailed Broadbill
2018,0.05155608,0.018439384,Long-tailed Broadbill
2014,0.074770905,0.011017745,Long-tailed Minivet
2015,0.0663322,0.009629621,Long-tailed Minivet
2016,0.048124302,0.007084421,Long-tailed Minivet
2017,0.05621863,0.008199767,Long-tailed Minivet
2018,0.063572115,0.00917249,Long-tailed Minivet
2014,0.183413462,0.039112926,Long-tailed Parakeet
2015,0.314699966,0.051223389,Long-tailed Parakeet
2016,0.329147743,0.049189928,Long-tailed Parakeet
2017,0.237968571,0.037268855,Long-tailed Parakeet
2018,0.239212128,0.037676902,Long-tailed Parakeet
2014,0.137452937,0.008305457,Long-tailed Shrike
2015,0.120607701,0.007164889,Long-tailed Shrike
2016,0.111897702,0.006643109,Long-tailed Shrike
2017,0.110765365,0.006605616,Long-tailed Shrike
2018,0.112903482,0.006700429,Long-tailed Shrike
2014,NA,NA,Long-tailed Thrush
2015,NA,NA,Long-tailed Thrush
2016,NA,NA,Long-tailed Thrush
2017,NA,NA,Long-tailed Thrush
2018,NA,NA,Long-tailed Thrush
2014,NA,NA,Long-tailed Wren-Babbler
2015,NA,NA,Long-tailed Wren-Babbler
2016,NA,NA,Long-tailed Wren-Babbler
2017,NA,NA,Long-tailed Wren-Babbler
2018,NA,NA,Long-tailed Wren-Babbler
2014,0.046854605,0.024438964,Ludlow's Fulvetta
2015,0.02980134,0.015264323,Ludlow's Fulvetta
2016,0.046689172,0.023862555,Ludlow's Fulvetta
2017,0.047001742,0.023569243,Ludlow's Fulvetta
2018,0.036676525,0.01849546,Ludlow's Fulvetta
2014,0.015573922,0.003532335,Malabar Barbet
2015,0.011702923,0.002619589,Malabar Barbet
2016,0.011411055,0.002579157,Malabar Barbet
2017,0.014207067,0.003188919,Malabar Barbet
2018,0.010128737,0.00228474,Malabar Barbet
2014,0.0229028,0.005705078,Malabar Gray Hornbill
2015,0.021170389,0.005249285,Malabar Gray Hornbill
2016,0.018799756,0.004675188,Malabar Gray Hornbill
2017,0.023261142,0.005770563,Malabar Gray Hornbill
2018,0.018960949,0.00470252,Malabar Gray Hornbill
2014,0.017395473,0.003983953,Malabar Lark
2015,0.010918022,0.002504768,Malabar Lark
2016,0.013624182,0.00308397,Malabar Lark
2017,0.012972461,0.002976116,Malabar Lark
2018,0.011217139,0.00256074,Malabar Lark
2014,0.016492005,0.00383757,Malabar Parakeet
2015,0.013477887,0.003114324,Malabar Parakeet
2016,0.013274601,0.00305751,Malabar Parakeet
2017,0.01505121,0.003476149,Malabar Parakeet
2018,0.013154917,0.003034301,Malabar Parakeet
2014,0.051028984,0.011240601,Malabar Pied-Hornbill
2015,0.033960738,0.007518313,Malabar Pied-Hornbill
2016,0.037099307,0.008152804,Malabar Pied-Hornbill
2017,0.036109011,0.007924787,Malabar Pied-Hornbill
2018,0.034386854,0.00754089,Malabar Pied-Hornbill
2014,0.011464106,0.002224523,Malabar Starling
2015,0.011845705,0.002273751,Malabar Starling
2016,0.011272538,0.002155927,Malabar Starling
2017,0.011300203,0.002153683,Malabar Starling
2018,0.012971606,0.002470785,Malabar Starling
2014,0.016041227,0.003110269,Malabar Trogon
2015,0.01127815,0.002176217,Malabar Trogon
2016,0.014091539,0.002711848,Malabar Trogon
2017,0.013313461,0.002575282,Malabar Trogon
2018,0.011583226,0.00222819,Malabar Trogon
2014,0.031351128,0.005391252,Malabar Whistling-Thrush
2015,0.026556426,0.00459108,Malabar Whistling-Thrush
2016,0.023391505,0.004042017,Malabar Whistling-Thrush
2017,0.028417928,0.004887239,Malabar Whistling-Thrush
2018,0.025022024,0.004325344,Malabar Whistling-Thrush
2014,0.006189589,0.001021269,Malabar Woodshrike
2015,0.006147067,0.000980967,Malabar Woodshrike
2016,0.005408853,0.000869715,Malabar Woodshrike
2017,0.005199921,0.000837137,Malabar Woodshrike
2018,0.005580594,0.00089462,Malabar Woodshrike
2014,NA,NA,Malayan Night-Heron
2015,NA,NA,Malayan Night-Heron
2016,NA,NA,Malayan Night-Heron
2017,NA,NA,Malayan Night-Heron
2018,NA,NA,Malayan Night-Heron
2014,0.015660252,0.004297885,Mallard
2015,0.011029349,0.003033742,Mallard
2016,0.013885061,0.003748774,Mallard
2017,0.020648128,0.005469756,Mallard
2018,0.021339029,0.005673466,Mallard
2014,NA,NA,Manipur Bush-Quail
2015,NA,NA,Manipur Bush-Quail
2016,NA,NA,Manipur Bush-Quail
2017,NA,NA,Manipur Bush-Quail
2018,NA,NA,Manipur Bush-Quail
2014,NA,NA,Maroon-backed Accentor
2015,NA,NA,Maroon-backed Accentor
2016,NA,NA,Maroon-backed Accentor
2017,NA,NA,Maroon-backed Accentor
2018,NA,NA,Maroon-backed Accentor
2014,0.04786029,0.007321676,Maroon Oriole
2015,0.043522092,0.006326209,Maroon Oriole
2016,0.049537474,0.007134082,Maroon Oriole
2017,0.045136337,0.00649365,Maroon Oriole
2018,0.04729475,0.006697782,Maroon Oriole
2014,NA,NA,Marsh Babbler
2015,NA,NA,Marsh Babbler
2016,NA,NA,Marsh Babbler
2017,NA,NA,Marsh Babbler
2018,NA,NA,Marsh Babbler
2014,0.019782455,0.002691658,Marsh Sandpiper
2015,0.017240427,0.002320998,Marsh Sandpiper
2016,0.020298683,0.002690984,Marsh Sandpiper
2017,0.01665452,0.002214075,Marsh Sandpiper
2018,0.01745518,0.002321485,Marsh Sandpiper
2014,0.043995117,0.014308241,Mistle Thrush
2015,0.038860653,0.012391373,Mistle Thrush
2016,0.033568829,0.010763653,Mistle Thrush
2017,0.033331274,0.01067471,Mistle Thrush
2018,0.028309981,0.009029191,Mistle Thrush
2014,0.025496792,0.006010108,Montagu's Harrier
2015,0.021011376,0.004883115,Montagu's Harrier
2016,0.023759451,0.005490239,Montagu's Harrier
2017,0.022392495,0.005200817,Montagu's Harrier
2018,0.019059345,0.004406156,Montagu's Harrier
2014,NA,NA,Mountain Bamboo-Partridge
2015,NA,NA,Mountain Bamboo-Partridge
2016,NA,NA,Mountain Bamboo-Partridge
2017,NA,NA,Mountain Bamboo-Partridge
2018,NA,NA,Mountain Bamboo-Partridge
2014,0.030477584,0.011762764,Mountain Bulbul
2015,0.051921431,0.019504471,Mountain Bulbul
2016,0.032470743,0.01237893,Mountain Bulbul
2017,0.033614655,0.012715739,Mountain Bulbul
2018,0.026685218,0.010151135,Mountain Bulbul
2014,NA,NA,Mountain Chiffchaff
2015,NA,NA,Mountain Chiffchaff
2016,NA,NA,Mountain Chiffchaff
2017,NA,NA,Mountain Chiffchaff
2018,NA,NA,Mountain Chiffchaff
2014,0.033469669,0.007303244,Mountain Hawk-Eagle
2015,0.027314941,0.005749229,Mountain Hawk-Eagle
2016,0.027089358,0.005678772,Mountain Hawk-Eagle
2017,0.029273988,0.006103187,Mountain Hawk-Eagle
2018,0.027432538,0.005639548,Mountain Hawk-Eagle
2014,0.013045616,0.001784621,Mountain Imperial-Pigeon
2015,0.009634669,0.001299534,Mountain Imperial-Pigeon
2016,0.013089237,0.001711674,Mountain Imperial-Pigeon
2017,0.017302943,0.002273534,Mountain Imperial-Pigeon
2018,0.014617171,0.001898124,Mountain Imperial-Pigeon
2014,0.057595507,0.059604099,Mountain Tailorbird
2015,0.059210637,0.062592733,Mountain Tailorbird
2016,0.068012184,0.071257242,Mountain Tailorbird
2017,0.04514833,0.047920419,Mountain Tailorbird
2018,0.055339771,0.058190563,Mountain Tailorbird
2014,NA,NA,Moustached Laughingthrush
2015,NA,NA,Moustached Laughingthrush
2016,NA,NA,Moustached Laughingthrush
2017,NA,NA,Moustached Laughingthrush
2018,NA,NA,Moustached Laughingthrush
2014,NA,NA,Narcondam Hornbill
2015,NA,NA,Narcondam Hornbill
2016,NA,NA,Narcondam Hornbill
2017,NA,NA,Narcondam Hornbill
2018,NA,NA,Narcondam Hornbill
2014,0.09717573,0.070601214,Nepal Fulvetta
2015,0.074434174,0.054265678,Nepal Fulvetta
2016,0.091751551,0.066649161,Nepal Fulvetta
2017,0.090417419,0.065184838,Nepal Fulvetta
2018,0.102348362,0.074006909,Nepal Fulvetta
2014,0.044816038,0.029419235,Nepal House-Martin
2015,0.031251473,0.020305779,Nepal House-Martin
2016,0.029638904,0.019252301,Nepal House-Martin
2017,0.030040605,0.019518751,Nepal House-Martin
2018,0.035218841,0.022891019,Nepal House-Martin
2014,NA,NA,Nicobar Bulbul
2015,NA,NA,Nicobar Bulbul
2016,NA,NA,Nicobar Bulbul
2017,NA,NA,Nicobar Bulbul
2018,NA,NA,Nicobar Bulbul
2014,NA,NA,Nicobar Imperial-Pigeon
2015,NA,NA,Nicobar Imperial-Pigeon
2016,NA,NA,Nicobar Imperial-Pigeon
2017,NA,NA,Nicobar Imperial-Pigeon
2018,NA,NA,Nicobar Imperial-Pigeon
2014,NA,NA,Nicobar Jungle-Flycatcher
2015,NA,NA,Nicobar Jungle-Flycatcher
2016,NA,NA,Nicobar Jungle-Flycatcher
2017,NA,NA,Nicobar Jungle-Flycatcher
2018,NA,NA,Nicobar Jungle-Flycatcher
2014,NA,NA,Nicobar Parakeet
2015,NA,NA,Nicobar Parakeet
2016,NA,NA,Nicobar Parakeet
2017,NA,NA,Nicobar Parakeet
2018,NA,NA,Nicobar Parakeet
2014,NA,NA,Nicobar Scrubfowl
2015,NA,NA,Nicobar Scrubfowl
2016,NA,NA,Nicobar Scrubfowl
2017,NA,NA,Nicobar Scrubfowl
2018,NA,NA,Nicobar Scrubfowl
2014,NA,NA,Nicobar Serpent-Eagle
2015,NA,NA,Nicobar Serpent-Eagle
2016,NA,NA,Nicobar Serpent-Eagle
2017,NA,NA,Nicobar Serpent-Eagle
2018,NA,NA,Nicobar Serpent-Eagle
2014,NA,NA,Nicobar Sparrowhawk
2015,NA,NA,Nicobar Sparrowhawk
2016,NA,NA,Nicobar Sparrowhawk
2017,NA,NA,Nicobar Sparrowhawk
2018,NA,NA,Nicobar Sparrowhawk
2014,0.016761092,0.003732808,Nilgiri Flowerpecker
2015,0.015859523,0.003521124,Nilgiri Flowerpecker
2016,0.017837069,0.003961196,Nilgiri Flowerpecker
2017,0.021103389,0.004677682,Nilgiri Flowerpecker
2018,0.019387581,0.004292184,Nilgiri Flowerpecker
2014,NA,NA,Nilgiri Flycatcher
2015,NA,NA,Nilgiri Flycatcher
2016,NA,NA,Nilgiri Flycatcher
2017,NA,NA,Nilgiri Flycatcher
2018,NA,NA,Nilgiri Flycatcher
2014,0.005860356,0.00494821,Nilgiri Laughingthrush
2015,0.008242566,0.004811258,Nilgiri Laughingthrush
2016,0.005784912,0.002564605,Nilgiri Laughingthrush
2017,0.009875291,0.004318337,Nilgiri Laughingthrush
2018,0.010326799,0.004512676,Nilgiri Laughingthrush
2014,0.012698597,0.004729838,Nilgiri Pipit
2015,0.004774372,0.001807543,Nilgiri Pipit
2016,0.002930023,0.001156763,Nilgiri Pipit
2017,0.00271184,0.001037485,Nilgiri Pipit
2018,0.005234277,0.001936817,Nilgiri Pipit
2014,0.003818877,0.003470592,Nilgiri Sholakili
2015,0.004215653,0.002723297,Nilgiri Sholakili
2016,0.004073761,0.001909384,Nilgiri Sholakili
2017,0.007194091,0.003339328,Nilgiri Sholakili
2018,0.006850507,0.003162337,Nilgiri Sholakili
2014,0.00351259,0.001226861,Nilgiri Thrush
2015,0.002122487,0.000736014,Nilgiri Thrush
2016,0.001663808,0.00056745,Nilgiri Thrush
2017,0.001970252,0.00066658,Nilgiri Thrush
2018,0.001926998,0.000647993,Nilgiri Thrush
2014,0.004725729,0.000957136,Nilgiri Wood-Pigeon
2015,0.005200227,0.001031004,Nilgiri Wood-Pigeon
2016,0.005543278,0.001096554,Nilgiri Wood-Pigeon
2017,0.006557063,0.001308393,Nilgiri Wood-Pigeon
2018,0.006513754,0.001286407,Nilgiri Wood-Pigeon
2014,0.010065658,0.003446533,Northern Lapwing
2015,0.011472325,0.00375011,Northern Lapwing
2016,0.009570631,0.00313079,Northern Lapwing
2017,0.011160665,0.003616624,Northern Lapwing
2018,0.013675181,0.004331568,Northern Lapwing
2014,0.03935211,0.01678175,Northern Pintail
2015,0.03728651,0.016044164,Northern Pintail
2016,0.040064978,0.017320848,Northern Pintail
2017,0.030978396,0.013375341,Northern Pintail
2018,0.03301085,0.014199272,Northern Pintail
2014,0.038100268,0.004295733,Northern Shoveler
2015,0.039393495,0.004371658,Northern Shoveler
2016,0.043812684,0.004810105,Northern Shoveler
2017,0.034265259,0.003789657,Northern Shoveler
2018,0.038270483,0.004195364,Northern Shoveler
2014,0.033371213,0.0116169,Olive-backed Pipit
2015,0.027481279,0.009543474,Olive-backed Pipit
2016,0.0275067,0.009538862,Olive-backed Pipit
2017,0.028250755,0.009808346,Olive-backed Pipit
2018,0.028971111,0.010046377,Olive-backed Pipit
2014,0.048058927,0.015146313,Orange-bellied Leafbird
2015,0.048302616,0.015248471,Orange-bellied Leafbird
2016,0.052923812,0.016687156,Orange-bellied Leafbird
2017,0.053626959,0.016791052,Orange-bellied Leafbird
2018,0.05909732,0.018472915,Orange-bellied Leafbird
2014,0.01664539,0.004399508,Orange-breasted Pigeon
2015,0.010469299,0.002788529,Orange-breasted Pigeon
2016,0.013070655,0.003430093,Orange-breasted Pigeon
2017,0.014116018,0.003683514,Orange-breasted Pigeon
2018,0.011960374,0.003122654,Orange-breasted Pigeon
2014,0.038855724,0.004068886,Orange-headed Thrush
2015,0.036967152,0.003796284,Orange-headed Thrush
2016,0.036906153,0.003758066,Orange-headed Thrush
2017,0.038182485,0.00384659,Orange-headed Thrush
2018,0.037071794,0.003741845,Orange-headed Thrush
2014,NA,NA,Orange Bullfinch
2015,NA,NA,Orange Bullfinch
2016,NA,NA,Orange Bullfinch
2017,NA,NA,Orange Bullfinch
2018,NA,NA,Orange Bullfinch
2014,0.036674915,0.006514285,Orange Minivet
2015,0.03188476,0.005590241,Orange Minivet
2016,0.028261848,0.004966098,Orange Minivet
2017,0.029894175,0.005256535,Orange Minivet
2018,0.026845794,0.004719873,Orange Minivet
2014,0.070501897,0.005160175,Oriental Darter
2015,0.059976847,0.00442162,Oriental Darter
2016,0.054310334,0.003996568,Oriental Darter
2017,0.062478831,0.004571908,Oriental Darter
2018,0.057504997,0.004156804,Oriental Darter
2014,0.07283913,0.0040501,Oriental Honey-buzzard
2015,0.063670937,0.003453579,Oriental Honey-buzzard
2016,0.060705507,0.00321067,Oriental Honey-buzzard
2017,0.061850724,0.003302302,Oriental Honey-buzzard
2018,0.060869883,0.003208185,Oriental Honey-buzzard
2014,0.257783481,0.009468724,Oriental Magpie-Robin
2015,0.257163444,0.009025113,Oriental Magpie-Robin
2016,0.244409602,0.008676261,Oriental Magpie-Robin
2017,0.26351111,0.009189934,Oriental Magpie-Robin
2018,0.270474524,0.009364882,Oriental Magpie-Robin
2014,0.08400672,0.01608364,Oriental Pied-Hornbill
2015,0.086158663,0.016358947,Oriental Pied-Hornbill
2016,0.081170953,0.015446974,Oriental Pied-Hornbill
2017,0.08583721,0.016135634,Oriental Pied-Hornbill
2018,0.08146056,0.015369817,Oriental Pied-Hornbill
2014,0.022330903,0.009261212,Oriental Pratincole
2015,0.017777885,0.007305258,Oriental Pratincole
2016,0.013915161,0.005590248,Oriental Pratincole
2017,0.013212909,0.005318084,Oriental Pratincole
2018,0.016771452,0.006718166,Oriental Pratincole
2014,0.026508445,0.002398004,Oriental Skylark
2015,0.029993552,0.002587554,Oriental Skylark
2016,0.029714164,0.002593471,Oriental Skylark
2017,0.026294247,0.002286423,Oriental Skylark
2018,0.024565373,0.002139215,Oriental Skylark
2014,0.064271914,0.007371494,Oriental Turtle-Dove
2015,0.0659024,0.007556409,Oriental Turtle-Dove
2016,0.063879046,0.007275598,Oriental Turtle-Dove
2017,0.064527309,0.007272241,Oriental Turtle-Dove
2018,0.071581181,0.008059658,Oriental Turtle-Dove
2014,0.117050794,0.006989354,Oriental White-eye
2015,0.112891668,0.006721928,Oriental White-eye
2016,0.109923053,0.006535751,Oriental White-eye
2017,0.130343413,0.007649952,Oriental White-eye
2018,0.1225107,0.007233865,Oriental White-eye
2014,0.019174483,0.003470938,Osprey
2015,0.017188247,0.003050532,Osprey
2016,0.019004353,0.003350723,Osprey
2017,0.015915909,0.002814828,Osprey
2018,0.015433645,0.002715139,Osprey
2014,0.013920214,0.002572249,Pacific Golden-Plover
2015,0.009765172,0.001797541,Pacific Golden-Plover
2016,0.011843851,0.002174672,Pacific Golden-Plover
2017,0.008761761,0.001602461,Pacific Golden-Plover
2018,0.008190166,0.001496923,Pacific Golden-Plover
2014,0.07899478,0.004101852,Paddyfield Pipit
2015,0.090726896,0.004592586,Paddyfield Pipit
2016,0.091507605,0.004524119,Paddyfield Pipit
2017,0.088659528,0.004361419,Paddyfield Pipit
2018,0.084236459,0.004198072,Paddyfield Pipit
2014,0.006844175,0.001489049,Paddyfield Warbler
2015,0.007499393,0.001587454,Paddyfield Warbler
2016,0.007767628,0.001620251,Paddyfield Warbler
2017,0.010912627,0.002261442,Paddyfield Warbler
2018,0.007031402,0.001457424,Paddyfield Warbler
2014,NA,NA,Painted Bush-Quail
2015,NA,NA,Painted Bush-Quail
2016,NA,NA,Painted Bush-Quail
2017,NA,NA,Painted Bush-Quail
2018,NA,NA,Painted Bush-Quail
2014,0.063437406,0.011535378,Painted Francolin
2015,0.057478617,0.009594931,Painted Francolin
2016,0.073858233,0.011446438,Painted Francolin
2017,0.083023048,0.012195826,Painted Francolin
2018,0.058547179,0.00915491,Painted Francolin
2014,0.03379117,0.00841142,Painted Sandgrouse
2015,0.024941822,0.006119899,Painted Sandgrouse
2016,0.024521999,0.005958964,Painted Sandgrouse
2017,0.029930866,0.007114587,Painted Sandgrouse
2018,0.030086866,0.007151014,Painted Sandgrouse
2014,0.038267094,0.007056824,Painted Spurfowl
2015,0.030483441,0.005583899,Painted Spurfowl
